State/UT,District,Gender,Age_Group,Missing_Count
Uttar Pradesh,Baghpat,Female,16 to 18,8
Uttar Pradesh,Baghpat,Female,Above 18,111
Uttar Pradesh,Baghpat,Transgender,Below 12,0
Uttar Pradesh,Baghpat,Transgender,12 to 16,0
Uttar Pradesh,Baghpat,Transgender,16 to 18,0
Uttar Pradesh,Baghpat,Transgender,Above 18,0
Uttar Pradesh,Bahraich,Male,Below 12,10
Uttar Pradesh,Bahraich,Male,12 to 16,33
Uttar Pradesh,Bahraich,Male,16 to 18,12
Uttar Pradesh,Bahraich,Male,Above 18,63
Uttar Pradesh,Bahraich,Female,Below 12,2
Uttar Pradesh,Bahraich,Female,12 to 16,20
Uttar Pradesh,Bahraich,Female,16 to 18,26
Uttar Pradesh,Bahraich,Female,Above 18,97
Uttar Pradesh,Bahraich,Transgender,Below 12,0
Uttar Pradesh,Bahraich,Transgender,12 to 16,0
Uttar Pradesh,Bahraich,Transgender,16 to 18,0
Uttar Pradesh,Bahraich,Transgender,Above 18,0
Uttar Pradesh,Ballia,Male,Below 12,9
Uttar Pradesh,Ballia,Male,12 to 16,5
Uttar Pradesh,Ballia,Male,16 to 18,4
Uttar Pradesh,Ballia,Male,Above 18,114
Uttar Pradesh,Ballia,Female,Below 12,6
Uttar Pradesh,Ballia,Female,12 to 16,12
Uttar Pradesh,Ballia,Female,16 to 18,10
Uttar Pradesh,Ballia,Female,Above 18,197
Uttar Pradesh,Ballia,Transgender,Below 12,0
Uttar Pradesh,Ballia,Transgender,12 to 16,0
Uttar Pradesh,Ballia,Transgender,16 to 18,0
Uttar Pradesh,Ballia,Transgender,Above 18,0
Uttar Pradesh,Balrampur,Male,Below 12,1
Uttar Pradesh,Balrampur,Male,12 to 16,3
Uttar Pradesh,Balrampur,Male,16 to 18,14
Uttar Pradesh,Balrampur,Male,Above 18,1
Uttar Pradesh,Balrampur,Female,Below 12,1
Uttar Pradesh,Balrampur,Female,12 to 16,9
Uttar Pradesh,Balrampur,Female,16 to 18,12
Uttar Pradesh,Balrampur,Female,Above 18,154
Uttar Pradesh,Balrampur,Transgender,Below 12,0
Uttar Pradesh,Balrampur,Transgender,12 to 16,0
Uttar Pradesh,Balrampur,Transgender,16 to 18,0
Uttar Pradesh,Balrampur,Transgender,Above 18,0
Uttar Pradesh,Banda,Male,Below 12,1
Uttar Pradesh,Banda,Male,12 to 16,5
Uttar Pradesh,Banda,Male,16 to 18,1
Uttar Pradesh,Banda,Male,Above 18,15
Uttar Pradesh,Banda,Female,Below 12,0
Uttar Pradesh,Banda,Female,12 to 16,7
Uttar Pradesh,Banda,Female,16 to 18,20
Uttar Pradesh,Banda,Female,Above 18,35
Uttar Pradesh,Banda,Transgender,Below 12,0
Uttar Pradesh,Banda,Transgender,12 to 16,0
Uttar Pradesh,Banda,Transgender,16 to 18,0
Uttar Pradesh,Banda,Transgender,Above 18,0
Uttar Pradesh,Barabanki,Male,Below 12,14
Uttar Pradesh,Barabanki,Male,12 to 16,41
Uttar Pradesh,Barabanki,Male,16 to 18,3
Uttar Pradesh,Barabanki,Male,Above 18,42
Uttar Pradesh,Barabanki,Female,Below 12,10
Uttar Pradesh,Barabanki,Female,12 to 16,43
Uttar Pradesh,Barabanki,Female,16 to 18,15
Uttar Pradesh,Barabanki,Female,Above 18,53
Uttar Pradesh,Barabanki,Transgender,Below 12,0
Uttar Pradesh,Barabanki,Transgender,12 to 16,0
Uttar Pradesh,Barabanki,Transgender,16 to 18,0
Uttar Pradesh,Barabanki,Transgender,Above 18,0
Uttar Pradesh,Bareilly,Male,Below 12,3
Uttar Pradesh,Bareilly,Male,12 to 16,9
Uttar Pradesh,Bareilly,Male,16 to 18,6
Uttar Pradesh,Bareilly,Male,Above 18,63
Uttar Pradesh,Bareilly,Female,Below 12,1
Uttar Pradesh,Bareilly,Female,12 to 16,6
Uttar Pradesh,Bareilly,Female,16 to 18,6
Uttar Pradesh,Bareilly,Female,Above 18,74
Uttar Pradesh,Bareilly,Transgender,Below 12,0
Uttar Pradesh,Bareilly,Transgender,12 to 16,0
Uttar Pradesh,Bareilly,Transgender,16 to 18,0
Uttar Pradesh,Bareilly,Transgender,Above 18,0
Uttar Pradesh,Basti,Male,Below 12,2
Uttar Pradesh,Basti,Male,12 to 16,5
Uttar Pradesh,Basti,Male,16 to 18,2
Uttar Pradesh,Basti,Male,Above 18,36
Uttar Pradesh,Basti,Female,Below 12,3
Uttar Pradesh,Basti,Female,12 to 16,7
Uttar Pradesh,Basti,Female,16 to 18,11
Uttar Pradesh,Basti,Female,Above 18,91
Uttar Pradesh,Basti,Transgender,Below 12,0
Uttar Pradesh,Basti,Transgender,12 to 16,0
Uttar Pradesh,Basti,Transgender,16 to 18,0
Uttar Pradesh,Basti,Transgender,Above 18,0
Uttar Pradesh,Bijnor,Male,Below 12,2
Uttar Pradesh,Bijnor,Male,12 to 16,1
Uttar Pradesh,Bijnor,Male,16 to 18,11
Uttar Pradesh,Bijnor,Male,Above 18,88
Uttar Pradesh,Bijnor,Female,Below 12,0
Uttar Pradesh,Bijnor,Female,12 to 16,12
Uttar Pradesh,Bijnor,Female,16 to 18,15
Uttar Pradesh,Bijnor,Female,Above 18,139
Uttar Pradesh,Bijnor,Transgender,Below 12,0
Uttar Pradesh,Bijnor,Transgender,12 to 16,0
Uttar Pradesh,Bijnor,Transgender,16 to 18,0
Uttar Pradesh,Bijnor,Transgender,Above 18,0
Uttar Pradesh,Bulandshahar,Male,Below 12,1
Uttar Pradesh,Bulandshahar,Male,12 to 16,1
Uttar Pradesh,Bulandshahar,Male,16 to 18,2
Uttar Pradesh,Bulandshahar,Male,Above 18,56
Uttar Pradesh,Bulandshahar,Female,Below 12,0
Uttar Pradesh,Bulandshahar,Female,12 to 16,0
Uttar Pradesh,Bulandshahar,Female,16 to 18,17
Uttar Pradesh,Bulandshahar,Female,Above 18,79
Uttar Pradesh,Bulandshahar,Transgender,Below 12,0
Uttar Pradesh,Bulandshahar,Transgender,12 to 16,0
Uttar Pradesh,Bulandshahar,Transgender,16 to 18,0
Uttar Pradesh,Bulandshahar,Transgender,Above 18,0
Uttar Pradesh,Chandoli,Male,Below 12,0
Uttar Pradesh,Chandoli,Male,12 to 16,0
Uttar Pradesh,Chandoli,Male,16 to 18,0
Uttar Pradesh,Chandoli,Male,Above 18,0
Uttar Pradesh,Chandoli,Female,Below 12,0
Uttar Pradesh,Chandoli,Female,12 to 16,0
Uttar Pradesh,Chandoli,Female,16 to 18,0
Uttar Pradesh,Chandoli,Female,Above 18,0
Uttar Pradesh,Chandoli,Transgender,Below 12,0
Uttar Pradesh,Chandoli,Transgender,12 to 16,0
Uttar Pradesh,Chandoli,Transgender,16 to 18,0
Uttar Pradesh,Chandoli,Transgender,Above 18,0
Uttar Pradesh,Chitrakoot,Male,Below 12,1
Uttar Pradesh,Chitrakoot,Male,12 to 16,2
Uttar Pradesh,Chitrakoot,Male,16 to 18,2
Uttar Pradesh,Chitrakoot,Male,Above 18,4
Uttar Pradesh,Chitrakoot,Female,Below 12,1
Uttar Pradesh,Chitrakoot,Female,12 to 16,3
Uttar Pradesh,Chitrakoot,Female,16 to 18,3
Uttar Pradesh,Chitrakoot,Female,Above 18,9
Uttar Pradesh,Chitrakoot,Transgender,Below 12,0
Uttar Pradesh,Chitrakoot,Transgender,12 to 16,0
Uttar Pradesh,Chitrakoot,Transgender,16 to 18,0
Uttar Pradesh,Chitrakoot,Transgender,Above 18,0
Uttar Pradesh,Deoria,Male,Below 12,0
Uttar Pradesh,Deoria,Male,12 to 16,0
Uttar Pradesh,Deoria,Male,16 to 18,0
Uttar Pradesh,Deoria,Male,Above 18,0
Uttar Pradesh,Deoria,Female,Below 12,0
Uttar Pradesh,Deoria,Female,12 to 16,0
Uttar Pradesh,Deoria,Female,16 to 18,4
Uttar Pradesh,Deoria,Female,Above 18,0
Uttar Pradesh,Deoria,Transgender,Below 12,0
Uttar Pradesh,Deoria,Transgender,12 to 16,0
Uttar Pradesh,Deoria,Transgender,16 to 18,0
Uttar Pradesh,Deoria,Transgender,Above 18,0
Uttar Pradesh,Etah,Male,Below 12,0
Uttar Pradesh,Etah,Male,12 to 16,5
Uttar Pradesh,Etah,Male,16 to 18,0
Uttar Pradesh,Etah,Male,Above 18,20
Uttar Pradesh,Etah,Female,Below 12,0
Uttar Pradesh,Etah,Female,12 to 16,3
Uttar Pradesh,Etah,Female,16 to 18,3
Uttar Pradesh,Etah,Female,Above 18,40
Uttar Pradesh,Etah,Transgender,Below 12,0
Uttar Pradesh,Etah,Transgender,12 to 16,0
Uttar Pradesh,Etah,Transgender,16 to 18,0
Uttar Pradesh,Etah,Transgender,Above 18,0
Uttar Pradesh,Etawah,Male,Below 12,7
Uttar Pradesh,Etawah,Male,12 to 16,18
Uttar Pradesh,Etawah,Male,16 to 18,9
Uttar Pradesh,Etawah,Male,Above 18,37
Uttar Pradesh,Etawah,Female,Below 12,1
Uttar Pradesh,Etawah,Female,12 to 16,8
Uttar Pradesh,Etawah,Female,16 to 18,36
Uttar Pradesh,Etawah,Female,Above 18,96
Uttar Pradesh,Etawah,Transgender,Below 12,0
Uttar Pradesh,Etawah,Transgender,12 to 16,0
Uttar Pradesh,Etawah,Transgender,16 to 18,0
Uttar Pradesh,Etawah,Transgender,Above 18,0
Uttar Pradesh,Ayodhya,Male,Below 12,3
Uttar Pradesh,Ayodhya,Male,12 to 16,5
Uttar Pradesh,Ayodhya,Male,16 to 18,3
Uttar Pradesh,Ayodhya,Male,Above 18,31
Uttar Pradesh,Ayodhya,Female,Below 12,0
Uttar Pradesh,Ayodhya,Female,12 to 16,21
Uttar Pradesh,Ayodhya,Female,16 to 18,4
Uttar Pradesh,Ayodhya,Female,Above 18,45
Uttar Pradesh,Ayodhya,Transgender,Below 12,0
Uttar Pradesh,Ayodhya,Transgender,12 to 16,0
Uttar Pradesh,Ayodhya,Transgender,16 to 18,0
Uttar Pradesh,Ayodhya,Transgender,Above 18,0
Uttar Pradesh,Fatehgarh,Male,Below 12,0
Uttar Pradesh,Fatehgarh,Male,12 to 16,0
Uttar Pradesh,Fatehgarh,Male,16 to 18,0
Uttar Pradesh,Fatehgarh,Male,Above 18,0
Uttar Pradesh,Fatehgarh,Female,Below 12,0
Uttar Pradesh,Fatehgarh,Female,12 to 16,0
Uttar Pradesh,Fatehgarh,Female,16 to 18,0
Uttar Pradesh,Fatehgarh,Female,Above 18,0
Uttar Pradesh,Fatehgarh,Transgender,Below 12,0
Uttar Pradesh,Fatehgarh,Transgender,12 to 16,0
Uttar Pradesh,Fatehgarh,Transgender,16 to 18,0
Uttar Pradesh,Fatehgarh,Transgender,Above 18,0
Uttar Pradesh,Fatehpur,Male,Below 12,62
Uttar Pradesh,Fatehpur,Male,12 to 16,5
Uttar Pradesh,Fatehpur,Male,16 to 18,0
Uttar Pradesh,Fatehpur,Male,Above 18,55
Uttar Pradesh,Fatehpur,Female,Below 12,0
Uttar Pradesh,Fatehpur,Female,12 to 16,16
Uttar Pradesh,Fatehpur,Female,16 to 18,0
Uttar Pradesh,Fatehpur,Female,Above 18,127
Uttar Pradesh,Fatehpur,Transgender,Below 12,0
Uttar Pradesh,Fatehpur,Transgender,12 to 16,0
Uttar Pradesh,Fatehpur,Transgender,16 to 18,0
Uttar Pradesh,Fatehpur,Transgender,Above 18,0
Uttar Pradesh,Firozabad,Male,Below 12,0
Uttar Pradesh,Firozabad,Male,12 to 16,0
Uttar Pradesh,Firozabad,Male,16 to 18,2
Uttar Pradesh,Firozabad,Male,Above 18,0
Uttar Pradesh,Firozabad,Female,Below 12,0
Uttar Pradesh,Firozabad,Female,12 to 16,1
Uttar Pradesh,Firozabad,Female,16 to 18,5
Uttar Pradesh,Firozabad,Female,Above 18,0
Uttar Pradesh,Firozabad,Transgender,Below 12,0
Uttar Pradesh,Firozabad,Transgender,12 to 16,0
Uttar Pradesh,Firozabad,Transgender,16 to 18,0
Uttar Pradesh,Firozabad,Transgender,Above 18,0
Uttar Pradesh,GRP,Male,Below 12,6
Uttar Pradesh,GRP,Male,12 to 16,0
Uttar Pradesh,GRP,Male,16 to 18,0
Uttar Pradesh,GRP,Male,Above 18,15
Uttar Pradesh,GRP,Female,Below 12,4
Uttar Pradesh,GRP,Female,12 to 16,1
Uttar Pradesh,GRP,Female,16 to 18,0
Uttar Pradesh,GRP,Female,Above 18,26
Uttar Pradesh,GRP,Transgender,Below 12,0
Uttar Pradesh,GRP,Transgender,12 to 16,0
Uttar Pradesh,GRP,Transgender,16 to 18,0
Uttar Pradesh,GRP,Transgender,Above 18,0
Uttar Pradesh,Gautambudh Nagar,Male,Below 12,10
Uttar Pradesh,Gautambudh Nagar,Male,12 to 16,11
Uttar Pradesh,Gautambudh Nagar,Male,16 to 18,4
Uttar Pradesh,Gautambudh Nagar,Male,Above 18,225
Uttar Pradesh,Gautambudh Nagar,Female,Below 12,3
Uttar Pradesh,Gautambudh Nagar,Female,12 to 16,40
Uttar Pradesh,Gautambudh Nagar,Female,16 to 18,52
Uttar Pradesh,Gautambudh Nagar,Female,Above 18,410
Uttar Pradesh,Gautambudh Nagar,Transgender,Below 12,0
Uttar Pradesh,Gautambudh Nagar,Transgender,12 to 16,0
Uttar Pradesh,Gautambudh Nagar,Transgender,16 to 18,0
Uttar Pradesh,Gautambudh Nagar,Transgender,Above 18,0
Uttar Pradesh,Ghaziabad,Male,Below 12,3
Uttar Pradesh,Ghaziabad,Male,12 to 16,21
Uttar Pradesh,Ghaziabad,Male,16 to 18,2
Uttar Pradesh,Ghaziabad,Male,Above 18,154
Uttar Pradesh,Ghaziabad,Female,Below 12,4
Uttar Pradesh,Ghaziabad,Female,12 to 16,26
Uttar Pradesh,Ghaziabad,Female,16 to 18,41
Uttar Pradesh,Ghaziabad,Female,Above 18,195
Uttar Pradesh,Ghaziabad,Transgender,Below 12,0
Uttar Pradesh,Ghaziabad,Transgender,12 to 16,0
Uttar Pradesh,Ghaziabad,Transgender,16 to 18,0
Uttar Pradesh,Ghaziabad,Transgender,Above 18,0
Uttar Pradesh,Ghazipur,Male,Below 12,35
Uttar Pradesh,Ghazipur,Male,12 to 16,22
Uttar Pradesh,Ghazipur,Male,16 to 18,14
Uttar Pradesh,Ghazipur,Male,Above 18,77
Uttar Pradesh,Ghazipur,Female,Below 12,10
Uttar Pradesh,Ghazipur,Female,12 to 16,82
Uttar Pradesh,Ghazipur,Female,16 to 18,57
Uttar Pradesh,Ghazipur,Female,Above 18,130
Uttar Pradesh,Ghazipur,Transgender,Below 12,0
Uttar Pradesh,Ghazipur,Transgender,12 to 16,0
Uttar Pradesh,Ghazipur,Transgender,16 to 18,0
Uttar Pradesh,Ghazipur,Transgender,Above 18,0
Uttar Pradesh,Gonda,Male,Below 12,0
Uttar Pradesh,Gonda,Male,12 to 16,1
Uttar Pradesh,Gonda,Male,16 to 18,0
Uttar Pradesh,Gonda,Male,Above 18,35
Uttar Pradesh,Gonda,Female,Below 12,0
Uttar Pradesh,Gonda,Female,12 to 16,5
Uttar Pradesh,Gonda,Female,16 to 18,14
Uttar Pradesh,Gonda,Female,Above 18,56
Uttar Pradesh,Gonda,Transgender,Below 12,0
Uttar Pradesh,Gonda,Transgender,12 to 16,0
Uttar Pradesh,Gonda,Transgender,16 to 18,0
Uttar Pradesh,Gonda,Transgender,Above 18,0
Uttar Pradesh,Gorakhpur,Male,Below 12,1
Uttar Pradesh,Gorakhpur,Male,12 to 16,4
Uttar Pradesh,Gorakhpur,Male,16 to 18,1
Uttar Pradesh,Gorakhpur,Male,Above 18,104
Uttar Pradesh,Gorakhpur,Female,Below 12,2
Uttar Pradesh,Gorakhpur,Female,12 to 16,7
Uttar Pradesh,Gorakhpur,Female,16 to 18,2
Uttar Pradesh,Gorakhpur,Female,Above 18,151
Uttar Pradesh,Gorakhpur,Transgender,Below 12,0
Uttar Pradesh,Gorakhpur,Transgender,12 to 16,0
Uttar Pradesh,Gorakhpur,Transgender,16 to 18,0
Uttar Pradesh,Gorakhpur,Transgender,Above 18,0
Uttar Pradesh,Hamirpur,Male,Below 12,1
Uttar Pradesh,Hamirpur,Male,12 to 16,5
Uttar Pradesh,Hamirpur,Male,16 to 18,7
Uttar Pradesh,Hamirpur,Male,Above 18,8
Uttar Pradesh,Hamirpur,Female,Below 12,0
Uttar Pradesh,Hamirpur,Female,12 to 16,41
Uttar Pradesh,Hamirpur,Female,16 to 18,72
Uttar Pradesh,Hamirpur,Female,Above 18,52
Uttar Pradesh,Hamirpur,Transgender,Below 12,0
Uttar Pradesh,Hamirpur,Transgender,12 to 16,0
Uttar Pradesh,Hamirpur,Transgender,16 to 18,0
Uttar Pradesh,Hamirpur,Transgender,Above 18,0
Uttar Pradesh,Hapur,Male,Below 12,10
Uttar Pradesh,Hapur,Male,12 to 16,12
Uttar Pradesh,Hapur,Male,16 to 18,5
Uttar Pradesh,Hapur,Male,Above 18,71
Uttar Pradesh,Hapur,Female,Below 12,2
Uttar Pradesh,Hapur,Female,12 to 16,25
Uttar Pradesh,Hapur,Female,16 to 18,22
Uttar Pradesh,Hapur,Female,Above 18,88
Uttar Pradesh,Hapur,Transgender,Below 12,0
Uttar Pradesh,Hapur,Transgender,12 to 16,0
Uttar Pradesh,Hapur,Transgender,16 to 18,0
Uttar Pradesh,Hapur,Transgender,Above 18,0
Uttar Pradesh,Hardoi,Male,Below 12,3
Uttar Pradesh,Hardoi,Male,12 to 16,4
Uttar Pradesh,Hardoi,Male,16 to 18,3
Uttar Pradesh,Hardoi,Male,Above 18,46
Uttar Pradesh,Hardoi,Female,Below 12,1
Uttar Pradesh,Hardoi,Female,12 to 16,11
Uttar Pradesh,Hardoi,Female,16 to 18,21
Uttar Pradesh,Hardoi,Female,Above 18,61
Uttar Pradesh,Hardoi,Transgender,Below 12,0
Uttar Pradesh,Hardoi,Transgender,12 to 16,0
Uttar Pradesh,Hardoi,Transgender,16 to 18,0
Uttar Pradesh,Hardoi,Transgender,Above 18,0
Uttar Pradesh,Hathras,Male,Below 12,5
Uttar Pradesh,Hathras,Male,12 to 16,3
Uttar Pradesh,Hathras,Male,16 to 18,0
Uttar Pradesh,Hathras,Male,Above 18,22
Uttar Pradesh,Hathras,Female,Below 12,1
Uttar Pradesh,Hathras,Female,12 to 16,4
Uttar Pradesh,Hathras,Female,16 to 18,5
Uttar Pradesh,Hathras,Female,Above 18,51
Uttar Pradesh,Hathras,Transgender,Below 12,0
Uttar Pradesh,Hathras,Transgender,12 to 16,0
Uttar Pradesh,Hathras,Transgender,16 to 18,0
Uttar Pradesh,Hathras,Transgender,Above 18,0
Uttar Pradesh,Jalaun,Male,Below 12,0
Uttar Pradesh,Jalaun,Male,12 to 16,0
Uttar Pradesh,Jalaun,Male,16 to 18,0
Uttar Pradesh,Jalaun,Male,Above 18,28
Uttar Pradesh,Jalaun,Female,Below 12,0
Uttar Pradesh,Jalaun,Female,12 to 16,2
Uttar Pradesh,Jalaun,Female,16 to 18,0
Uttar Pradesh,Jalaun,Female,Above 18,0
Uttar Pradesh,Jalaun,Transgender,Below 12,0
Uttar Pradesh,Jalaun,Transgender,12 to 16,0
Uttar Pradesh,Jalaun,Transgender,16 to 18,0
Uttar Pradesh,Jalaun,Transgender,Above 18,0
Uttar Pradesh,Jaunpur,Male,Below 12,2
Uttar Pradesh,Jaunpur,Male,12 to 16,2
Uttar Pradesh,Jaunpur,Male,16 to 18,2
Uttar Pradesh,Jaunpur,Male,Above 18,19
Uttar Pradesh,Jaunpur,Female,Below 12,1
Uttar Pradesh,Jaunpur,Female,12 to 16,1
Uttar Pradesh,Jaunpur,Female,16 to 18,9
Uttar Pradesh,Jaunpur,Female,Above 18,49
Uttar Pradesh,Jaunpur,Transgender,Below 12,0
Uttar Pradesh,Jaunpur,Transgender,12 to 16,0
Uttar Pradesh,Jaunpur,Transgender,16 to 18,0
Uttar Pradesh,Jaunpur,Transgender,Above 18,0
Uttar Pradesh,Jhansi,Male,Below 12,5
Uttar Pradesh,Jhansi,Male,12 to 16,17
Uttar Pradesh,Jhansi,Male,16 to 18,6
Uttar Pradesh,Jhansi,Male,Above 18,209
Uttar Pradesh,Jhansi,Female,Below 12,1
Uttar Pradesh,Jhansi,Female,12 to 16,10
Uttar Pradesh,Jhansi,Female,16 to 18,13
Uttar Pradesh,Jhansi,Female,Above 18,184
Uttar Pradesh,Jhansi,Transgender,Below 12,0
Uttar Pradesh,Jhansi,Transgender,12 to 16,0
Uttar Pradesh,Jhansi,Transgender,16 to 18,0
Uttar Pradesh,Jhansi,Transgender,Above 18,0
Uttar Pradesh,Kannauj,Male,Below 12,4
Uttar Pradesh,Kannauj,Male,12 to 16,7
Uttar Pradesh,Kannauj,Male,16 to 18,4
Uttar Pradesh,Kannauj,Male,Above 18,43
Uttar Pradesh,Kannauj,Female,Below 12,5
Uttar Pradesh,Kannauj,Female,12 to 16,22
Uttar Pradesh,Kannauj,Female,16 to 18,38
Uttar Pradesh,Kannauj,Female,Above 18,60
Uttar Pradesh,Kannauj,Transgender,Below 12,0
Uttar Pradesh,Kannauj,Transgender,12 to 16,0
Uttar Pradesh,Kannauj,Transgender,16 to 18,0
Uttar Pradesh,Kannauj,Transgender,Above 18,0
Uttar Pradesh,Kanpur Dehat,Male,Below 12,0
Uttar Pradesh,Kanpur Dehat,Male,12 to 16,3
Uttar Pradesh,Kanpur Dehat,Male,16 to 18,0
Uttar Pradesh,Kanpur Dehat,Male,Above 18,0
Uttar Pradesh,Kanpur Dehat,Female,Below 12,0
Uttar Pradesh,Kanpur Dehat,Female,12 to 16,4
Uttar Pradesh,Kanpur Dehat,Female,16 to 18,0
Uttar Pradesh,Kanpur Dehat,Female,Above 18,4
Uttar Pradesh,Kanpur Dehat,Transgender,Below 12,0
Uttar Pradesh,Kanpur Dehat,Transgender,12 to 16,0
Uttar Pradesh,Kanpur Dehat,Transgender,16 to 18,0
Uttar Pradesh,Kanpur Dehat,Transgender,Above 18,0
Uttar Pradesh,Kanpur Commissionarate,Male,Below 12,12
Uttar Pradesh,Kanpur Commissionarate,Male,12 to 16,48
Uttar Pradesh,Kanpur Commissionarate,Male,16 to 18,58
Uttar Pradesh,Kanpur Commissionarate,Male,Above 18,228
Uttar Pradesh,Kanpur Commissionarate,Female,Below 12,9
Uttar Pradesh,Kanpur Commissionarate,Female,12 to 16,63
Uttar Pradesh,Kanpur Commissionarate,Female,16 to 18,71
Uttar Pradesh,Kanpur Commissionarate,Female,Above 18,281
Uttar Pradesh,Kanpur Commissionarate,Transgender,Below 12,0
Uttar Pradesh,Kanpur Commissionarate,Transgender,12 to 16,0
Uttar Pradesh,Kanpur Commissionarate,Transgender,16 to 18,0
Uttar Pradesh,Kanpur Commissionarate,Transgender,Above 18,0
Uttar Pradesh,Kasganj,Male,Below 12,0
Uttar Pradesh,Kasganj,Male,12 to 16,0
Uttar Pradesh,Kasganj,Male,16 to 18,0
Uttar Pradesh,Kasganj,Male,Above 18,0
Uttar Pradesh,Kasganj,Female,Below 12,0
Uttar Pradesh,Kasganj,Female,12 to 16,0
Uttar Pradesh,Kasganj,Female,16 to 18,0
Uttar Pradesh,Kasganj,Female,Above 18,0
Uttar Pradesh,Kasganj,Transgender,Below 12,0
Uttar Pradesh,Kasganj,Transgender,12 to 16,0
Uttar Pradesh,Kasganj,Transgender,16 to 18,0
Uttar Pradesh,Kasganj,Transgender,Above 18,0
Uttar Pradesh,Kaushambi,Male,Below 12,0
Uttar Pradesh,Kaushambi,Male,12 to 16,0
Uttar Pradesh,Kaushambi,Male,16 to 18,0
Uttar Pradesh,Kaushambi,Male,Above 18,0
Uttar Pradesh,Kaushambi,Female,Below 12,0
Uttar Pradesh,Kaushambi,Female,12 to 16,9
Uttar Pradesh,Kaushambi,Female,16 to 18,45
Uttar Pradesh,Kaushambi,Female,Above 18,0
Uttar Pradesh,Kaushambi,Transgender,Below 12,0
Uttar Pradesh,Kaushambi,Transgender,12 to 16,58
Uttar Pradesh,Kaushambi,Transgender,16 to 18,98
Uttar Pradesh,Kaushambi,Transgender,Above 18,0
Uttar Pradesh,Khiri,Male,Below 12,0
Uttar Pradesh,Khiri,Male,12 to 16,0
Uttar Pradesh,Khiri,Male,16 to 18,0
Uttar Pradesh,Khiri,Male,Above 18,0
Uttar Pradesh,Khiri,Female,Below 12,0
Uttar Pradesh,Khiri,Female,12 to 16,0
Uttar Pradesh,Khiri,Female,16 to 18,0
Uttar Pradesh,Khiri,Female,Above 18,0
Uttar Pradesh,Khiri,Transgender,Below 12,0
Uttar Pradesh,Khiri,Transgender,12 to 16,0
Uttar Pradesh,Khiri,Transgender,16 to 18,0
Uttar Pradesh,Khiri,Transgender,Above 18,0
Uttar Pradesh,Kushi Nagar,Male,Below 12,0
Uttar Pradesh,Kushi Nagar,Male,12 to 16,1
Uttar Pradesh,Kushi Nagar,Male,16 to 18,1
Uttar Pradesh,Kushi Nagar,Male,Above 18,6
Uttar Pradesh,Kushi Nagar,Female,Below 12,1
Uttar Pradesh,Kushi Nagar,Female,12 to 16,8
Uttar Pradesh,Kushi Nagar,Female,16 to 18,5
Uttar Pradesh,Kushi Nagar,Female,Above 18,21
Uttar Pradesh,Kushi Nagar,Transgender,Below 12,0
Uttar Pradesh,Kushi Nagar,Transgender,12 to 16,0
Uttar Pradesh,Kushi Nagar,Transgender,16 to 18,0
Uttar Pradesh,Kushi Nagar,Transgender,Above 18,0
Uttar Pradesh,Lalitpur,Male,Below 12,0
Uttar Pradesh,Lalitpur,Male,12 to 16,19
Uttar Pradesh,Lalitpur,Male,16 to 18,2
Uttar Pradesh,Lalitpur,Male,Above 18,0
Uttar Pradesh,Lalitpur,Female,Below 12,0
Uttar Pradesh,Lalitpur,Female,12 to 16,62
Uttar Pradesh,Lalitpur,Female,16 to 18,41
Uttar Pradesh,Lalitpur,Female,Above 18,0
Uttar Pradesh,Lalitpur,Transgender,Below 12,0
Uttar Pradesh,Lalitpur,Transgender,12 to 16,0
Uttar Pradesh,Lalitpur,Transgender,16 to 18,0
Uttar Pradesh,Lalitpur,Transgender,Above 18,0
Uttar Pradesh,Lucknow Commissionarate,Male,Below 12,47
Uttar Pradesh,Lucknow Commissionarate,Male,12 to 16,96
Uttar Pradesh,Lucknow Commissionarate,Male,16 to 18,14
Uttar Pradesh,Lucknow Commissionarate,Male,Above 18,0
Uttar Pradesh,Lucknow Commissionarate,Female,Below 12,19
Uttar Pradesh,Lucknow Commissionarate,Female,12 to 16,125
Uttar Pradesh,Lucknow Commissionarate,Female,16 to 18,36
Uttar Pradesh,Lucknow Commissionarate,Female,Above 18,0
Uttar Pradesh,Lucknow Commissionarate,Transgender,Below 12,0
Uttar Pradesh,Lucknow Commissionarate,Transgender,12 to 16,0
Uttar Pradesh,Lucknow Commissionarate,Transgender,16 to 18,0
Uttar Pradesh,Lucknow Commissionarate,Transgender,Above 18,0
Uttar Pradesh,Maharajganj,Male,Below 12,0
Uttar Pradesh,Maharajganj,Male,12 to 16,0
Uttar Pradesh,Maharajganj,Male,16 to 18,0
Uttar Pradesh,Maharajganj,Male,Above 18,0
Uttar Pradesh,Maharajganj,Female,Below 12,0
Uttar Pradesh,Maharajganj,Female,12 to 16,0
Uttar Pradesh,Maharajganj,Female,16 to 18,0
Uttar Pradesh,Maharajganj,Female,Above 18,0
Uttar Pradesh,Maharajganj,Transgender,Below 12,0
Uttar Pradesh,Maharajganj,Transgender,12 to 16,0
Uttar Pradesh,Maharajganj,Transgender,16 to 18,0
Uttar Pradesh,Maharajganj,Transgender,Above 18,0
Uttar Pradesh,Mahoba,Male,Below 12,3
Uttar Pradesh,Mahoba,Male,12 to 16,6
Uttar Pradesh,Mahoba,Male,16 to 18,2
Uttar Pradesh,Mahoba,Male,Above 18,0
